class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/66jWzPXuDjG8,Girolamo Muzio,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,part_of,,,,,,,,24-25,Girolamo Mutio.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Aevq3dLW2jG9,Rime diverse del Mutio Iustinopolitano,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PndEj8FtSonb,Giovanna d'Aragona,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/755zYzGryekA,ingenuity,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Af5NyLo5WJPc,woman,,,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,text,,,,,,,,,,,,,,,,,,,,,,"DONNA reale, a cui dal Sol superno
Fu del suo lume data sì gran parte,
Ch'occhio mortal, non scorge in altra parte
Più chiaro il fiammeggiar del foco eterno;

Quantunque volte col pensier m'interno
Al ben, che'l Cielo in voi largo comparte,
Veggio mancare ingegni, e lingue, e carte,
A la divinità, ch'in voi discerno.

Ma dapoi che virtù d'humano ingegno,
Ben ch'ogn'alma gentil di voi s'honori,
Non può de' merti vostri andare al segno;

Un novo Tempio a' vostri eccelsi honori
Consacra il Mondo; e veramente è degno,
Ch'in voi di DIO l'imagine s'adori.",,
PoeticWork,È veramente ceco,,,È veramente ceco,È veramente ceco.md,UsMRWnqq4cw6,554396327383216006288,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
