class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,identifier,http://www.wikidata.org/entity/Q6225808,,,,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,described_by_source,,,,,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cbfXQVLz7Pey,London,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,member_of,,,,,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2brEqdcLsYfo,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FJzQoB8QSGjd', 'label': 'editor'}",Giordano Bruno,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,notable_work,,,,,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,interested_in,,,,,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,John Charlewood,,,John Charlewood,John Charlewood.md,n2tqChZSQcZQ,908302426467483078322,present_in_work,,,,,,,,,,,,,,,,,,
