class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,opposite_of_label,identifier_value
Concept,husband,husband.md,husband,oGkKAF5mXxzW,933952633612417858840,instance_of,,,,,
Concept,husband,husband.md,husband,oGkKAF5mXxzW,933952633612417858840,subclass_of,,,,,
Concept,husband,husband.md,husband,oGkKAF5mXxzW,933952633612417858840,opposite_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jbj64TNxkJUX,spouse,
Concept,husband,husband.md,husband,oGkKAF5mXxzW,933952633612417858840,identifier,,,,,http://www.wikidata.org/entity/Q212878
