class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,identifier,http://www.wikidata.org/entity/Q55228486,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,described_by_source,,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,work_location,,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,member_of,,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,related_to,,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,notable_work,,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,interested_in,,,,,,,,,,,,,,,
Agent,Lodovico Grignani,,,Lodovico Grignani,Lodovico Grignani.md,RDU3Exp4cMDF,478773338964490703980,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",18289.0
