class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,identifier,http://www.wikidata.org/entity/Q118120232,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,described_by_source,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QhXTZwxob5AG,Parma,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,member_of,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,related_to,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,notable_work,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,interested_in,,,,,,,,,,,,,,,,,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",17308.0,
Agent,Seth Viotti,,,Seth Viotti,Seth Viotti.md,7WrJEDFusjSa,113623109630779587602,present_in_work,,,,,,,,,,,,,,,,,
