class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value
Place,Ferrara,,,Ferrara,Ferrara.md,Ut5gfQdSP4WR,554658425592839352485,identifier,http://www.wikidata.org/entity/Q13362,,,,
Place,Ferrara,,,Ferrara,Ferrara.md,Ut5gfQdSP4WR,554658425592839352485,described_by_source,,,,,
Place,Ferrara,,,Ferrara,Ferrara.md,Ut5gfQdSP4WR,554658425592839352485,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,
Place,Ferrara,,,Ferrara,Ferrara.md,Ut5gfQdSP4WR,554658425592839352485,country,,,,,
