class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,citation_value
BibliographicResource,(Braghi 2011),,['braghiLAccademiaOrtolani154315452011'],(Braghi 2011),(Braghi 2011).md,gcTsbRkSfStk,796637641108710742797,isbn,9788895153155,,,
BibliographicResource,(Braghi 2011),,['braghiLAccademiaOrtolani154315452011'],(Braghi 2011),(Braghi 2011).md,gcTsbRkSfStk,796637641108710742797,described_by_source,,,,
BibliographicResource,(Braghi 2011),,['braghiLAccademiaOrtolani154315452011'],(Braghi 2011),(Braghi 2011).md,gcTsbRkSfStk,796637641108710742797,part_of,,,,
BibliographicResource,(Braghi 2011),,['braghiLAccademiaOrtolani154315452011'],(Braghi 2011),(Braghi 2011).md,gcTsbRkSfStk,796637641108710742797,citation,,,,"Braghi, Gianmarco. 2011. L’Accademia degli Ortolani (1543-1545): eresia, stampa e cultura a Piacenza nel medio Cinquecento / Gianmarco Braghi. Piacenza: Edizioni L.I.R."
