class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,hope,,"['speme', 'speranza']",hope,hope.md,aeKYuTWbvRkf,673493414812161379030,identifier,http://www.wikidata.org/entity/Q190507,,,
Concept,hope,,"['speme', 'speranza']",hope,hope.md,aeKYuTWbvRkf,673493414812161379030,described_by_source,,,,
Concept,hope,,"['speme', 'speranza']",hope,hope.md,aeKYuTWbvRkf,673493414812161379030,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AUsLBHvK4xwg,emotion
