class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,part_of_value
Concept,hermeticism,,,hermeticism,hermeticism.md,bGgi5LAfFQE3,686298982318633109287,identifier,http://www.wikidata.org/entity/Q192933,,,,
Concept,hermeticism,,,hermeticism,hermeticism.md,bGgi5LAfFQE3,686298982318633109287,described_by_source,,,,,
Concept,hermeticism,,,hermeticism,hermeticism.md,bGgi5LAfFQE3,686298982318633109287,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TYSwPAjmpAM9,philosophical concept,
Concept,hermeticism,,,hermeticism,hermeticism.md,bGgi5LAfFQE3,686298982318633109287,part_of,,,,,
