class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['Cupido', 'Amor']",Cupid,Cupid.md,Cupid,Rq5MFqmMSfYb,491662462709987917602,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,,
Concept,"['Cupido', 'Amor']",Cupid,Cupid.md,Cupid,Rq5MFqmMSfYb,491662462709987917602,subclass_of,,,,
Concept,"['Cupido', 'Amor']",Cupid,Cupid.md,Cupid,Rq5MFqmMSfYb,491662462709987917602,identifier,,,,http://www.wikidata.org/entity/Q5011
