class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F165380000010101_000000215000C,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AjNf7Seeiq55,Jacopo Sannazaro,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/E64tCnVtsG5S,Vincenzo Ruffo,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N9xgD7YncCH3,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Nkz6iFG7jYi7,Monti selve fontane piagg'e sassi,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,text,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,depicts,,,,,,,,,,,,,,,,,,,,
MusicComposition,Monti selve fontane piagg'e sassi (Ruffo),,,Monti selve fontane piagg'e sassi (Ruffo),Monti selve fontane piagg'e sassi (Ruffo).md,kvdcEoEickdV,885759643513095269370,metre,,,,,,,,,,,,,,,,,,,,
