class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,rhetorical question,rhetorical question.md,rhetorical question,WtBPRUpN7doy,595966412630180773243,instance_of,,,
Concept,rhetorical question,rhetorical question.md,rhetorical question,WtBPRUpN7doy,595966412630180773243,subclass_of,,,
Concept,rhetorical question,rhetorical question.md,rhetorical question,WtBPRUpN7doy,595966412630180773243,identifier,,,http://www.wikidata.org/entity/Q316694
