class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['ombra', 'shade']",shadow,shadow.md,shadow,4Ghhytt8oGxa,46592428444210235336,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHdCw4BecfGK,natural phenomenon,,
Concept,"['ombra', 'shade']",shadow,shadow.md,shadow,4Ghhytt8oGxa,46592428444210235336,subclass_of,,,,
Concept,"['ombra', 'shade']",shadow,shadow.md,shadow,4Ghhytt8oGxa,46592428444210235336,identifier,,,,http://www.wikidata.org/entity/Q160020
