class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=29300,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/025780001501_PPPP00260406,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AjNf7Seeiq55,Jacopo Sannazaro,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,part_of,,,,,,,,,Ecloga II,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EFuUKGrphXjs,106.0,Arcadia del Sannazaro,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mnb2BoNNxo5h,eclogue,,,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bDmTfHcyfkqv,shepherd,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4jQ3H5yuexkm,flame,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HZdpKs8aTnNp,deer,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kxH89uEZ8Uxe,laurel,,,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Tirrena mia il cui colore agguaglia,,,Tirrena mia il cui colore agguaglia,Tirrena mia il cui colore agguaglia.md,66ncNNLsnrB8,84275025610612291188,text,,,,,,,,,,,,,,,,,,,,,,,,"Tirrena mia, il cui colore agguaglia
Le matutine rose e' puro latte;
Più veloce che damma,
Dolce del mio cor fiamma;
Più cruda di colei che fe' in Tessaglia
Il primo alloro di sue membra attratte;
Sol per rimedio del ferito core
Volgi a me gli occhi, ove s'annida Amore."
