class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,heterodoxy,,,heterodoxy,heterodoxy.md,CrTwYNz6rjM4,223901350501170072884,identifier,http://www.wikidata.org/entity/Q1992247,
Concept,heterodoxy,,,heterodoxy,heterodoxy.md,CrTwYNz6rjM4,223901350501170072884,described_by_source,,
