class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['sonno', 'rest', 'sleeping']",sleep,sleep.md,sleep,eFCAfVmTYrRs,747663308794644861205,instance_of,,,
Concept,"['sonno', 'rest', 'sleeping']",sleep,sleep.md,sleep,eFCAfVmTYrRs,747663308794644861205,subclass_of,,,
Concept,"['sonno', 'rest', 'sleeping']",sleep,sleep.md,sleep,eFCAfVmTYrRs,747663308794644861205,identifier,,,http://www.wikidata.org/entity/Q35831
