class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Palermo,,,Palermo,Palermo.md,oGKLKS85gr5i,933793976465413208257,identifier,http://www.wikidata.org/entity/Q2656,,,,,
Place,Palermo,,,Palermo,Palermo.md,oGKLKS85gr5i,933793976465413208257,described_by_source,,,,,,
Place,Palermo,,,Palermo,Palermo.md,oGKLKS85gr5i,933793976465413208257,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Palermo,,,Palermo,Palermo.md,oGKLKS85gr5i,933793976465413208257,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
