class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,identifier,,,,,,,,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,described_by_source,,,,,,,,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAY8wr9pyjdc,Gaspara Stampa,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BVmVM3rL2WcH,Giulio Renaldi,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GoaiBuk3RirZ,Di Giulio Renaldi padovano il primo libro de madrigali a quattro voci,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,instrumentation,,,,,,,,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,based_on,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BQqRXiTibwrT,L'empio tuo strale Amore,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,derivative_work,,,,,,,,,,,,,,
MusicComposition,L'empio tuo strale Amore (Renaldi),,,L'empio tuo strale Amore (Renaldi),L'empio tuo strale Amore (Renaldi).md,AUkNYfcDTxa3,174769115683961749480,text,,,,,,,,,,,,,,
