class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_publication_date,has_version_place_of_publication,has_version_publisher,has_version_external_source,has_version_permalink,has_version_note,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,based_on_value,catalog_identifier_value
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,identifier,http://id.sbn.it/bid/UM1E012216,,,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2F501650010,,,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzeQyQXbyjmR,poetry collection,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,title,,,,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile. Parte [prima]-seconda,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,inception,,,,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,has_version,,,,,,,,1605.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9NnuLp8ZKfPL', 'label': 'Sebastiano Combi'}",https://books.google.it/books?id=j0JeDQd826AC,http://id.sbn.it/bid/UM1E012216,volume 2,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eTA8foucXHit,Accademia dei Trasformati di Lecce,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,subject,,,,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,has_part,,,,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,based_on,,,,,,,,,,,,,,,,,,,,
Book,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile.md,8eSqBCcbkwNj,137006289505874114219,catalog_identifier,,,,,,,,,,,,,,,,,,,,
