class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,emblem book,,,emblem book,emblem book.md,7SDwTH2xoWfL,111944120634478046019,identifier,http://www.wikidata.org/entity/Q2128336,
Concept,emblem book,,,emblem book,emblem book.md,7SDwTH2xoWfL,111944120634478046019,described_by_source,,
