class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,impresa,,['heraldic badge'],impresa,impresa.md,NALenMNqEw64,415732688957018665067,identifier,http://www.wikidata.org/entity/Q1429148,
Concept,impresa,,['heraldic badge'],impresa,impresa.md,NALenMNqEw64,415732688957018665067,described_by_source,,
