class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,metrical pattern,metrical pattern.md,metrical pattern,2xCaDiBv9GeK,19616903132949351602,instance_of,,,
Concept,metrical pattern,metrical pattern.md,metrical pattern,2xCaDiBv9GeK,19616903132949351602,subclass_of,,,
Concept,metrical pattern,metrical pattern.md,metrical pattern,2xCaDiBv9GeK,19616903132949351602,identifier,,,http://www.wikidata.org/entity/Q3951891
