class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Organisation,Ghent University,,,Ghent University,Ghent University.md,PcWxVgvSrFFX,445846943249715504101,identifier,http://www.wikidata.org/entity/Q1137665,
Organisation,Ghent University,,,Ghent University,Ghent University.md,PcWxVgvSrFFX,445846943249715504101,described_by_source,,
