class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,identifier,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,described_by_source,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,member_of,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,related_to,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,notable_work,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,interested_in,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,5iGSuraj2DxE,76480729070238719850,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",20097.0
