class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,identifier,,,,,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AC4Js3EhuZqL,Bologna,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VGeT8SCG2epE,Il Fauino,Accademia dei Gelati di Bologna,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,occupation,,,,,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,related_to,,,,,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,notable_work,,,,,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,interested_in,,,,,,,,,,,,,,,,,,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5031.0,
Agent,Paolo Emilio Balzani,,,Paolo Emilio Balzani,Paolo Emilio Balzani.md,GAQAqHE8Uttv,291939581152447201822,present_in_work,,,,,,,,,,,,,,,,,,
