class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,identifier,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr,Bologna,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mWwsLAHpHDwR,L'Immaturo,Accademia dei Gelati di Bologna,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,occupation,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,related_to,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,notable_work,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,interested_in,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5030.0,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,F83FXwvvhCvA,270446757180878766872,present_in_work,,,,,,,,,,,,,,,,,,
