class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/326030000010101_000000067600C,,,,,,,,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fpgJd8T6b5s2,Paolo Consoni,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZPmoFcVniwz2,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mw3CzwMKXRzC,Già l'alma ti donai,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Già l'alma ti donai (Consoni),,,Già l'alma ti donai (Consoni),Già l'alma ti donai (Consoni).md,AASymi4WnoxR,168142114920525264158,text,,,,,,,,,,,,,,,
