class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,identifier,http://www.wikidata.org/entity/Q3766048,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,identifier,https://lyra.unil.ch/agents/348,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B8k36QrtTQLU,Progetto Lyra,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLb6JFQe3x4B,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hf8QuFxNx8Jg', 'label': '(Occhipinti 2017)'}]",Accademia delle Notti Vaticane,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,occupation,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,related_to,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,notable_work,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,interested_in,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Amalteo,,,Giovanni Battista Amalteo,Giovanni Battista Amalteo.md,iE7ttpo9PSXy,829817823816492499456,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",18683.0
