class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,secretary,,['segretario'],secretary,secretary.md,67v8ESGXoRiJ,84684735116701179814,identifier,http://www.wikidata.org/entity/Q319544,
Concept,secretary,,['segretario'],secretary,secretary.md,67v8ESGXoRiJ,84684735116701179814,described_by_source,,
