class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,translation,,"['version', 'edition']",translation,translation.md,KUJbssRVrPmM,360328562837713604659,identifier,http://www.wikidata.org/entity/Q3331189,,,
Concept,translation,,"['version', 'edition']",translation,translation.md,KUJbssRVrPmM,360328562837713604659,described_by_source,,,,
Concept,translation,,"['version', 'edition']",translation,translation.md,KUJbssRVrPmM,360328562837713604659,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NipdbPwHTGmA,activity
