class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,sourcing circumstance,sourcing circumstance.md,sourcing circumstance,EmPVnzYMyNiG,263334709211817352301,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fgfWxFv2gTMo,quality,,
Concept,sourcing circumstance,sourcing circumstance.md,sourcing circumstance,EmPVnzYMyNiG,263334709211817352301,subclass_of,,,,
Concept,sourcing circumstance,sourcing circumstance.md,sourcing circumstance,EmPVnzYMyNiG,263334709211817352301,identifier,,,,http://www.wikidata.org/entity/Q104637420
