class,description,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FsYpDbCrjFXi,Carlo Papini,,,,,,,,,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ssUyYVPtG,Nel veder la sua ombra in terra polverosa,2.0,Fiori di sacra poesia dell'Irresoluto Accademico Intronato,,,,,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/65kk35c5Htpb,humility,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MVesHQPbVg5X,metaphor,,,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M5s27pP8VYFC,Sun,,,
PoeticWork,"The poet relates the shadows created by the Sun's light as instant paintings. The final verses allude to the moralistic goal of the poem, considering the author at the same level of dust and shadows.",Fatto è pittor'il Sol di raro ingegno,Fatto è pittor'il Sol di raro ingegno.md,Fatto è pittor'il Sol di raro ingegno,FjbGUJYPHrL6,283321274846369550223,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fNnw4P8dLQ5w,shadow,,,
