class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,Fortuna,Fortuna.md,Fortuna,n4nZUvENWhDP,908986633204891222962,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,
Concept,Fortuna,Fortuna.md,Fortuna,n4nZUvENWhDP,908986633204891222962,subclass_of,,,,
Concept,Fortuna,Fortuna.md,Fortuna,n4nZUvENWhDP,908986633204891222962,identifier,,,,http://www.wikidata.org/entity/Q4654
