class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_start_date,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,identifier,http://www.wikidata.org/entity/Q3846961,,,,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3,Italian Women Writers,,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AKdqXvjEKiNE,(Lucioli 2024),,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SnfsAAfiqpPy,(Ray 2015),,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,work_location,,,,,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Cqn6uHL6LDhS,1611.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia degli Oziosi di Napoli,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Uxki4gLFaARk,1608.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia degli Ordinati di Roma,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nMAehWb3F4ta,1602.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia degli Umoristi di Roma,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,related_to,,,,,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,notable_work,,,,,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,interested_in,,,,,,,,,,,,,,,,,,,,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0259,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",15090,
Agent,Margherita Sarrocchi,,['Margherita Sarocchi'],Margherita Sarrocchi,Margherita Sarrocchi.md,jUkaVk3KRX7R,855755143591256334524,present_in_work,,,,,,,,,,,,,,,,,,,,
