class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Da95B7dvHP7b,Girolamo Ruscelli,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TdyZG6fXKCLc,Benedetto Varchi,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,part_of,,,,,,,,Benedetto Varchi a Girol. Ruscelli.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XFzV5zn8KYUy,373.0,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MVesHQPbVg5X,metaphor,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",Wvx6w3kBFdAV,596974458572408144022,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/65kk35c5Htpb,humility,,,,,,,,,
