class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,subject_value,subject_label,depicts_value,part_of_value,used_by_value,used_by_label,motto_value
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,identifier,http://www.wikidata.org/entity/Q2528145,,,,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5U7zDmFybPEx,(Bolzoni 2012),,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,subject,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Q9hnBAQFhpb7,time,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,depicts,,,,,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,part_of,,,,,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,used_by,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ap8ybQEKHSh4,Tiziano,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,UqnUAQGAvufG,553831341683928249941,motto,,,,,,,,,,
