class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EybQZ2KEQE6o,260.0,Rime di M. Giulio Camillo.,Di m. Giulio Camillo. Tutte le opere,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Tu, che secondo l'alta Roma honora",,,"Tu, che secondo l'alta Roma honora","Tu, che secondo l'alta Roma honora.md",88NYz2zUZw4G,126118080969053939156,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
