class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label
Concept,madrigal comedy,,,madrigal comedy,madrigal comedy.md,Sa45jEddcGL4,506859781834819465724,identifier,http://www.wikidata.org/entity/Q3267742,,,,
Concept,madrigal comedy,,,madrigal comedy,madrigal comedy.md,Sa45jEddcGL4,506859781834819465724,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DVnLVXg56sdF,(Schleuse 2015),,
Concept,madrigal comedy,,,madrigal comedy,madrigal comedy.md,Sa45jEddcGL4,506859781834819465724,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GXzFV7GJMm6U,type of musical work
