class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/073400000101_PPPP00130600C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,part_of,,,,,,,,,12.0,69.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZhFND9vWXDNb,(Gambara 1995),,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d6Scakn6F3bd,Sun,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hmGaXqatDNBT,dawn,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9R22nChmKScL,celestial body,,,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,text,,,,,,,,,,,,,,,,,,,,,,"Tosto che'l sol si scopre in orïente
Lagrimosa tempesta agli occhi sorge,
Né perché si ricopra in occidente
Tregua al mio lagrimar la doglia porge.
Splendan le stell'o sian dal giorno spente
Sempre più vivo il pianto mio risorge;
O sia torbida l'ora o sia tranquilla
In mestissimo umor l'alma si stilla.",,
PoeticWork,Tosto che'l sol si scopre in orïente,,,Tosto che'l sol si scopre in oriente,Tosto che'l sol si scopre in oriente.md,J9smHnLN7TwV,333024675542001356802,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
