class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4yirr4fPGSu5,Ascanio Mori,,,,,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,part_of,,,,,,,,29.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7NoiV6BUEEEb,N. Il Conte.,Giuoco piacevole d'Ascanio de Mori,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aKwdk5uSxc8v,juxtaposition,,,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PEWn5KBtcVnB,arrow,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rq5MFqmMSfYb,Cupid,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PkJjQdNqm3ok,thousand,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7SiSdUEKzaiU,game,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GMAwvtJt3st5,chain,,,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Amor, gli strali, le catene, il foco",,,"Amor, gli strali, le catene, il foco","Amor, gli strali, le catene, il foco.md",cMGdrBHGdTpj,708592144301937900143,text,,,,,,,,,,,,,,,,,,,,,,,,"Amor, gli strali, le catene, il foco,
Con cui ferir, legar, arder t'affretti
Mille cori, mill' alme, e mille petti,
In ciel, in terra, e nel più basso loco.

In pace, in guerra, da dover, per gioco,
Criando caldo, e gel, doglie, e diletti,
Risi, pianti, sospir, spemi, e sospetti,
Vivo, e morto rendendo, aitante, e fioco:

In me sien ispuntati, rotte, e spento,
Che questo cor, quest' alma, e questo petto
È ferito, e avinta, e consumato.

Che più acuti, più salde, e più infiammato
Strali, catene, foco ser l'effetto;
Onde men vivo altier, lieto, e contento."
