class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_start_date,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,identifier,http://www.wikidata.org/entity/Q437615,,,,,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,work_location,,,,,,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XdsneEewHovt,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",1543.0,Accademia dei Sonnacchiosi di Bologna,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gup4VoeXGR57,politician,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,related_to,,,,,,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,notable_work,,,,,,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,interested_in,,,,,,,,,,,,,,,,,,,,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",19729.0,
Agent,Veronica Gambara,,,Veronica Gambara,Veronica Gambara.md,RPt3AF9FDvgd,482546098116890498984,present_in_work,,,,,,,,,,,,,,,,,,,,
