class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,part_of,,,,,,,,,Sonetto XXV.,26.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7Pmih35JHCN,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,subject,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TRHMAMaRfnLP,torment,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VyiHhzpodNyS,eye,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DZwg5ijCKnjb,light beam,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YNz7hZ7AqXJk,weeping,,,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,"Già vidi occhi leggiadri, occhi, ond'Amore","The author speaks to the eyes (mirror of the soul) of her beloved, who has betrayed her. When shall she find rest from her distress?",,"Già vidi occhi leggiadri, occhi, ond'Amore","Già vidi occhi leggiadri, occhi, ond'Amore.md",NjvbMNpiWZjc,427895355491539910869,text,,,,,,,,,,,,,,,,,,,,,,,,"Già vidi occhi leggiadri, occhi, ond'Amore  
M'incende, in voi bella pietà scolpita  
Che dolce lusingando al mio dolore,  
Al mio fido servir promise aita.

Hor veggio (lassa) il troppo folle errore  
D’ingannato pensier, d’alma tradita;  
Veggio, che discacciata (ohimè) dal core  
La pietade ne gli occhi era fuggita. 

Oh sospirati in van dolci riposi  
Quali havranno i miei giorni hore tranquille?  
Qual guiderdone i miei martiri ascosi?

Deh potessero almeno in voi le stille  
De l'amaro mio pianto occhi amorosi  
Quel, che possono in me vostre faville."
