class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,Saint Philomena,,,Saint Philomena,Saint Philomena.md,fVRm9jRRcpKj,773454086175174299138,identifier,http://www.wikidata.org/entity/Q466428,,,,
Concept,Saint Philomena,,,Saint Philomena,Saint Philomena.md,fVRm9jRRcpKj,773454086175174299138,described_by_source,,,,,
Concept,Saint Philomena,,,Saint Philomena,Saint Philomena.md,fVRm9jRRcpKj,773454086175174299138,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XDbxcXr7DpT4,saint,
Concept,Saint Philomena,,,Saint Philomena,Saint Philomena.md,fVRm9jRRcpKj,773454086175174299138,subclass_of,,,,,
