class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,identifier,http://www.wikidata.org/entity/Q108935807,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,described_by_source,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,work_location,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,member_of,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LyEatsU6bs4d,politician,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,related_to,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,notable_work,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,interested_in,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,NKZzcNCSYTa3,419075767007757969892,catalog_identifier,,,,,,,,,,,,,,
