class,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,tenore,tenor,tenor.md,5uHH8y5Q43eU,80468356567844539907,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6AYmYVgGGYKR,type of musical instrument,,
Concept,tenore,tenor,tenor.md,5uHH8y5Q43eU,80468356567844539907,subclass_of,,,,
Concept,tenore,tenor,tenor.md,5uHH8y5Q43eU,80468356567844539907,identifier,,,,http://www.wikidata.org/entity/Q27914
