class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,part_of_value,citation_value,isbn_value
BibliographicResource,(Riley 1986),,['rileyTarquiniaMolza154216171986'],(Riley 1986),(Riley 1986).md,EM3HyroAYDJr,254517564106264388748,identifier,,,,,
BibliographicResource,(Riley 1986),,['rileyTarquiniaMolza154216171986'],(Riley 1986),(Riley 1986).md,EM3HyroAYDJr,254517564106264388748,described_by_source,,,,,
BibliographicResource,(Riley 1986),,['rileyTarquiniaMolza154216171986'],(Riley 1986),(Riley 1986).md,EM3HyroAYDJr,254517564106264388748,part_of,,,,,
BibliographicResource,(Riley 1986),,['rileyTarquiniaMolza154216171986'],(Riley 1986),(Riley 1986).md,EM3HyroAYDJr,254517564106264388748,citation,,,,"Riley, Joanne M. 1986. ‘Tarquinia Molza (1542-1617): A Case Study of Women, Music and Society in the Renaissance’. Edited by Judith Lang Zaimont. The Musical Woman: An International Perspective 2. New York: Greenwood: 470–92.",
BibliographicResource,(Riley 1986),,['rileyTarquiniaMolza154216171986'],(Riley 1986),(Riley 1986).md,EM3HyroAYDJr,254517564106264388748,isbn,,,,,
