class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publisher,has_version_place_of_publication,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,based_on_value,catalog_identifier_value
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QXGbSHBTa8pT,poetry collection,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,title,,,Rime d'Isabella Andreini padouana comica Gelosa. Dedicate all'illustriss. & reuerendiss. sig. il sig. cardinal S. Giorgio Cinthio Aldobrandini,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,inception,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,has_version,,,,,http://id.sbn.it/bid/SBLE000475,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4XfyGZs6iYqV', 'label': 'Girolamo Bordone'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gLeh7vn7FH8w', 'label': 'Milano'}]",https://books.google.be/books?id=ZQI4KhpLdgEC,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,contributor,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,subject,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,has_part,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,based_on,,,,,,,,,,,,,,,
Book,Rime d'Isabella Andreini padovana comica Gelosa,Rime d'Isabella Andreini padovana comica Gelosa.md,Rime d'Isabella Andreini padovana comica Gelosa,ntSDGzZoi2Eb,926234951982686097216,catalog_identifier,,,,,,,,,,,,,,,
