class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F066410000010101_000000256900C,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/atJRiaBCbdYr,Bernardo Accolti,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cBJV9SeGc3Sw,Giaches de Wert,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WeSzmeHVLXTk,Il primo libro de' madrigali a quattro voci di Giaches de Wert,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,instrumentation,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,based_on,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,derivative_work,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,text,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,language,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,subject,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,poetic_type,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,depicts,,,,,,,,,,,,,,,,,,,
MusicComposition,Da l'humile verme (Wert),,,Da l'humile verme (Wert),Da l'humile verme (Wert).md,dHgEFMoiQpPQ,727929715025343865432,metre,,,,,,,,,,,,,,,,,,,
