class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,identifier,http://www.wikidata.org/entity/Q2326875,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,described_by_source,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iqnZy8GBFrUQ,digital library,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,inception,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,dissolved,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,location,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,official_website,,,,,,,,https://sachsen.digital/,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,catalog_identifier,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,member,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,interested_in,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,notable_work,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,related_to,,,,,,,,,,,,,,
Organisation,Public Library Leipzig,,['Leipziger Stadtbibliothek'],Public Library Leipzig,Public Library Leipzig.md,7Szxsh2Xinkm,112230095592017237497,motto,,,,,,,,,,,,,,
