class,aliases,base_name,filename,label,id,n_id,property,part_of_value,citation_value,isbn_value,identifier_value
BibliographicResource,['besuttiStorieDiEmancipazione2019'],(Besutti 2019),(Besutti 2019).md,(Besutti 2019),8Vm4BBvDPzWd,133863652964142248915,part_of,,,,
BibliographicResource,['besuttiStorieDiEmancipazione2019'],(Besutti 2019),(Besutti 2019).md,(Besutti 2019),8Vm4BBvDPzWd,133863652964142248915,citation,,"Besutti, Paola. 2019. ‘Storie Di Emancipazione: Virginia Ramponi Andreini (1583–1631) Dal Suocero al Marito’. Italica Wratislaviensia 10 (2). Wydawnictwo Adam Marszałek: 65–83.",,
BibliographicResource,['besuttiStorieDiEmancipazione2019'],(Besutti 2019),(Besutti 2019).md,(Besutti 2019),8Vm4BBvDPzWd,133863652964142248915,isbn,,,,
BibliographicResource,['besuttiStorieDiEmancipazione2019'],(Besutti 2019),(Besutti 2019).md,(Besutti 2019),8Vm4BBvDPzWd,133863652964142248915,identifier,,,,https://doi.org/10.15804/IW.2019.10.1.17
