class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=22688,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ST5JgsNf93EK,Pietro Manelli,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KkirRe7joUQE,Tullia d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,part_of,,,,,,,,11.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fJsWsFf9zJgc,A Pietro Manelli.,Rime della signora Tullia di Aragona et di diversi a lei,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T5kQoJ6RQuQc,oxymoron,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6UgHPJzzmPCX,departure,,,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FA8L7HT8s3Go,songbirds,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GJNhc2VqDoFL,martyrdom,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Se forse per pietà del mio languire,,,Se forse per pietà del mio languire,Se forse per pietà del mio languire.md,nswGH37G7DMP,926057445388021898979,text,,,,,,,,,,,,,,,,,,,,,,,,"Se forse per pietà del mio languire 
Al suon del tristo pianto in questo loco
Ten'vieni a me, che tutta fiamma, & foco
Ardomi, & struggo colma di disire, 

Vago augellino, e meco il mio martìre
Ch'in pena volge ogni passato gioco,
Piangi cantando in suon dolente, & roco,
Veggendomi del duol quasi perire;

Pregoti per l'ardor, che sì m'addoglia
Ne voli in quella amena, & cruda valle
Ov'è chi sol può darmi, & morte, & vita.

Et cantando gli di', che cangi voglia
Volgendo a Roma'l viso, e a lei le spalle,
Se vuol l'alma trovar col corpo unita."
