class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value
Concept,poison,,"['veneno', 'veleno']",poison,poison.md,bQEbyzNZYNAJ,689029433920443221536,identifier,http://www.wikidata.org/entity/Q40867,,,,,
Concept,poison,,"['veneno', 'veleno']",poison,poison.md,bQEbyzNZYNAJ,689029433920443221536,described_by_source,,,,,,
Concept,poison,,"['veneno', 'veleno']",poison,poison.md,bQEbyzNZYNAJ,689029433920443221536,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3XraWsE54wKL,natural entity,,
Concept,poison,,"['veneno', 'veleno']",poison,poison.md,bQEbyzNZYNAJ,689029433920443221536,subclass_of,,,,,,
Concept,poison,,"['veneno', 'veleno']",poison,poison.md,bQEbyzNZYNAJ,689029433920443221536,opposite_of,,,,,,
