class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,game designer,game designer.md,game designer,UtPfvxiJwb7g,554772670902757901249,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,,
Concept,game designer,game designer.md,game designer,UtPfvxiJwb7g,554772670902757901249,subclass_of,,,,,
Concept,game designer,game designer.md,game designer,UtPfvxiJwb7g,554772670902757901249,opposite_of,,,,,
Concept,game designer,game designer.md,game designer,UtPfvxiJwb7g,554772670902757901249,identifier,,,,,http://www.wikidata.org/entity/Q3630699
