class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,part_of,,,,,,,,6.0,62.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oGnKtr52k4Ac,(Gambara 1995),,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iSKC2GJvozAL,freedom,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,depicts,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,text,,,,,,,,,,,,,,,,,,,,,"Libra non son, né mai libra esser spero
Dal crudel laccio ove già fui legata,
Perché troppo mortal la piaga è stata
Che già ferì mio cor puro e sincero.

Né libra mai sarò da un sol pensiero,
Nel qual dì e notte sempre isto occupata,
Che la mia libertà, qual t’ho donata,
Non sprezzi, ahimè! tuo cor superbo e fiero.

Né libra da timor, né libra ancora
Mai sarò da martir, da acerbe pene
Che mi affligon per te, crudele, ognora.

Alfin né libra mai da tue catene
Starò, crescendo in me più d’ora in ora
Varie passion per te soavi e amene.",,
PoeticWork,"Libra non son, né mai libra esser spero",,,"Libra non son, né mai libra esser spero","Libra non son, né mai libra esser spero.md",FeMgerNaXBKT,281424882662043310498,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
