class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,part_of_value,citation_value
BibliographicResource,(Lucioli 2024),,['lucioliFuriosoSiRitrova2024'],(Lucioli 2024),(Lucioli 2024).md,cibGpsivH4gP,716313179504888115408,identifier,978-88-290-2244-1,,,
BibliographicResource,(Lucioli 2024),,['lucioliFuriosoSiRitrova2024'],(Lucioli 2024),(Lucioli 2024).md,cibGpsivH4gP,716313179504888115408,described_by_source,,,,
BibliographicResource,(Lucioli 2024),,['lucioliFuriosoSiRitrova2024'],(Lucioli 2024),(Lucioli 2024).md,cibGpsivH4gP,716313179504888115408,part_of,,,,
BibliographicResource,(Lucioli 2024),,['lucioliFuriosoSiRitrova2024'],(Lucioli 2024),(Lucioli 2024).md,cibGpsivH4gP,716313179504888115408,citation,,,,"Lucioli, Francesco. 2024. «Il Furioso si ritrova per tutto». Un secolo di letture e riscritture 1545-1645. Lingue e letterature Carocci 431. Roma: Carocci editore."
