class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/244990000010101_000000182900C,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V5TVPGB5izXm,Giulio Camillo,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBAnYgsHn6aH,Giordano Passetto,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5Wu239iJ9RnY,Madrigali nuovi a voci pari composti per il doct. musico messer Giordano Passetto. Libro Primo,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VaYzvU3qL3pE,Ruggiadose dolcezze in matutini,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,text,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,depicts,,,,,,,,,,,,,,,,,,,,
MusicComposition,Ruggiadose dolcezze in matutini (Passetto),,,Ruggiadose dolcezze in matutini (Passetto),Ruggiadose dolcezze in matutini (Passetto).md,TjyMLHUS59xk,531092347195833327345,metre,,,,,,,,,,,,,,,,,,,,
