class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,identifier,,,,,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SnfsAAfiqpPy,(Ray 2015),,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FeQqwKLG5FHE,literary character,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,work_location,,,,,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,member_of,,,,,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbkNNyT6oVam,magician,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,related_to,,,,,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,notable_work,,,,,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jpEmjHi9Ym4c,alchemy,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Calidora,,,Calidora,Calidora.md,Q4VvxVy3Qz9k,454891254622397186247,present_in_work,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AmmUd8Ddd3Qw,La Scanderbeide poema heroico della signora Margherita Sarrocchi
