class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PdqQDrJWGC9w,(Ray 2015),,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CxoeEPW2RCZ6,Margherita Sarrocchi,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,part_of,,,,,,,,,"Canto III, 38",23.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LZGUG764AwQF,La Scanderbeide poema heroico della signora Margherita Sarrocchi,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JhRaHtEjNU96,astrology,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WziXzP4KdMYo,alchemy,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YP649PCWPBCK,Calidora,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,fWiqXLRxPYhU,773924582295752508656,text,,,,,,,,,,,,,,,,,,,,,,,,,
