class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,identifier,http://www.wikidata.org/entity/Q85303231,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,described_by_source,,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR,Ferrara,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,member_of,,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,related_to,,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,notable_work,,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,interested_in,,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Giulio Eremita,,,Giulio Eremita,Giulio Eremita.md,fHhgr87UBYQB,769210831382810285676,present_in_work,,,,,,,,,,,,,,,,
