class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YJP9QUN4Mbfw,Vittoria Colonna,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,part_of,,,,,,,,37.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AqfSVRY3KtFh,1.0,Vittoria Colonna.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,
