class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_place_of_publication,has_version_publication_date,has_version_external_source,has_version_IIIF_manifest,has_version_holding_institution,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,identifier,https://edit16.iccu.sbn.it/titolo/CNCE045282,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,described_by_source,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,title,,,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci. Nouamente composti & dati in luce,,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,inception,,,,,,1582.0,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,has_version,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE045282,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",1582.0,https://stimmbuecher.digitale-sammlungen.de/view?id=bsb00083511,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00083511/manifest,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Vr34aVTZvrrW', 'label': 'Munich Digitization Center'}","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ah3xiLm7tVeM', 'label': 'Angelo Gardano'}",,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UE5wVYcJfR6n,Luca Marenzio,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,subject,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,has_part,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mFmEeeyWJZMt,quintus
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kSRFAFQb4mfa,bassus
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5uHH8y5Q43eU,tenor
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UffZZ8mohzzQ,altus
NotatedMusic,Di Luca Marenzio il terzo libro de madrigali a cinque voci,,,Di Luca Marenzio il terzo libro de madrigali a cinque voci,Di Luca Marenzio il terzo libro de madrigali a cinque voci.md,KLTQn2FprASM,357488222162098918132,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6xVaVEAi3tdM,cantus
