class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_start_date,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,identifier,,,,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP,Italian Women Writers,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV,(Cox 2020),,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,work_location,,,,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MNR2GKyVAuUp,1580.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV', 'label': '(Cox 2020)'}]",Accademia degli Elevati di Reggio Emilia,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,occupation,,,,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,related_to,,,,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16306,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP', 'label': 'Italian Women Writers'}",A0468,
Agent,Silvia Silvi,,,Silvia Silvi,Silvia Silvi.md,nNLMbzRx6WWK,915336771838831214552,present_in_work,,,,,,,,,,,,,,,,,,,
