class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['crying', 'weep', 'wail']",weeping,weeping.md,weeping,Suq86ApyHSzQ,514024492746397229542,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NipdbPwHTGmA,activity,,
Concept,"['crying', 'weep', 'wail']",weeping,weeping.md,weeping,Suq86ApyHSzQ,514024492746397229542,subclass_of,,,,
Concept,"['crying', 'weep', 'wail']",weeping,weeping.md,weeping,Suq86ApyHSzQ,514024492746397229542,identifier,,,,http://www.wikidata.org/entity/Q152247
