class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['lauro', 'laurel tree']",laurel,laurel.md,laurel,kxH89uEZ8Uxe,886353551351693211924,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ihyMMKCExRxW,tree,,
Concept,"['lauro', 'laurel tree']",laurel,laurel.md,laurel,kxH89uEZ8Uxe,886353551351693211924,subclass_of,,,,
Concept,"['lauro', 'laurel tree']",laurel,laurel.md,laurel,kxH89uEZ8Uxe,886353551351693211924,identifier,,,,http://www.wikidata.org/entity/Q62398746
